infectionStatus,eaten
uninfected,eaten
uninfected,not eaten
uninfected,not eaten
uninfected,not eaten
uninfected,not eaten
uninfected,not eaten
uninfected,not eaten
uninfected,not eaten
uninfected,not eaten
uninfected,not eaten
uninfected,not eaten
uninfected,not eaten
uninfected,not eaten
uninfected,not eaten
uninfected,not eaten
uninfected,not eaten
uninfected,not eaten
uninfected,not eaten
uninfected,not eaten
uninfected,not eaten
uninfected,not eaten
uninfected,not eaten
uninfected,not eaten
uninfected,not eaten
uninfected,not eaten
uninfected,not eaten
uninfected,not eaten
uninfected,not eaten
uninfected,not eaten
uninfected,not eaten
uninfected,not eaten
uninfected,not eaten
uninfected,not eaten
uninfected,not eaten
uninfected,not eaten
uninfected,not eaten
uninfected,not eaten
uninfected,not eaten
uninfected,not eaten
uninfected,not eaten
uninfected,not eaten
uninfected,not eaten
uninfected,not eaten
uninfected,not eaten
uninfected,not eaten
uninfected,not eaten
uninfected,not eaten
uninfected,not eaten
uninfected,not eaten
uninfected,not eaten
light,eaten
light,eaten
light,eaten
light,eaten
light,eaten
light,eaten
light,eaten
light,eaten
light,eaten
light,eaten
light,not eaten
light,not eaten
light,not eaten
light,not eaten
light,not eaten
light,not eaten
light,not eaten
light,not eaten
light,not eaten
light,not eaten
light,not eaten
light,not eaten
light,not eaten
light,not eaten
light,not eaten
light,not eaten
light,not eaten
light,not eaten
light,not eaten
light,not eaten
light,not eaten
light,not eaten
light,not eaten
light,not eaten
light,not eaten
light,not eaten
light,not eaten
light,not eaten
light,not eaten
light,not eaten
light,not eaten
light,not eaten
light,not eaten
light,not eaten
light,not eaten
high,eaten
high,eaten
high,eaten
high,eaten
high,eaten
high,eaten
high,eaten
high,eaten
high,eaten
high,eaten
high,eaten
high,eaten
high,eaten
high,eaten
high,eaten
high,eaten
high,eaten
high,eaten
high,eaten
high,eaten
high,eaten
high,eaten
high,eaten
high,eaten
high,eaten
high,eaten
high,eaten
high,eaten
high,eaten
high,eaten
high,eaten
high,eaten
high,eaten
high,eaten
high,eaten
high,eaten
high,eaten
high,not eaten
high,not eaten
high,not eaten
high,not eaten
high,not eaten
high,not eaten
high,not eaten
high,not eaten
high,not eaten
