AcornBiomass SuitabilityIndex
43.04055	0.826136
4.946344	0.115109
60.21557	0.447214
81.66009	0.9
50.61638	0.52915
56.65638	1
60.92875	0.708872
72.11634	0.864581
72.80992	0.812404
32.66437	0.777817
202.776	0.781025
116.7866	1
14.56848	0.380789
59.79613	0.54658
37.25652	0.482183
93.01928	1
20.869	0.455522
46.28904	0.83666
50.56929	0.648074
19.39652	0.860233
71.11756	0.61441
16.27327	0.316228
11.51406	0.626498
67.86525	0.89861
80.7973	0.597913
25.6447	0.33541
108.2565	0.953939
49.49308	0.972111
76.17169	1
75.50679	1
32.31519	0.927362
36.78138	0.924662
37.04142	0.642262
49.99904	0.667458
12.82474	0.47697
73.1297	0.91515
20.20769	0.589491
1.11135	0.766485
8.10927	0.259808
50.85466	0.606218
89.92351	0.67082
16.45993	0.736546
29.18572	0.8
