"","Abundance","Mean.S","Norm.CI.Low","Norm.CI.High","2.5%","97.5%"
"1",1,1,1,1,1,1
"2",2,1.773,0.95157479945761,2.59442520054239,1,2
"3",3,2.28356645694544,0.884099919901706,3.68303299398918,1,3
"4",4,2.63706797578776,0.894661146707705,4.3794748048678,1.51185789203691,4
"5",5,2.9508475081311,1.00733648093682,4.89435853532538,1.38675049056307,5
"6",6,2.96160035802506,0.998969260746454,4.92423145530366,1.30930734141595,6
"7",7,3.1328440082316,0.981690600904948,5.28399741555826,1.60591013709393,5.1365956999374
"8",8,3.30977377519264,1.08155651453547,5.53799103584981,1.53252205635384,6.04743156814764
"9",9,3.34848714711489,1.17705452024418,5.5199197739856,1.8,5.8918830363718
"10",10,3.38427531606183,1.11203299617032,5.65651763595335,1.70005100229511,6.74199862463242
"11",11,3.45810670310142,1.30862719249565,5.60758621370719,1.92549237634557,6.16673101639527
"12",12,3.49873965147879,1.4745400805627,5.52293922239488,1.82971915550621,6
"13",13,3.50732316146446,1.43177706032094,5.58286926260798,2.01519183989296,6.00136596473028
"14",14,3.48331371297459,1.57851336336107,5.38811406258811,1.91788534128233,5.6486260935015
"15",15,3.61089620208694,1.55244853335889,5.66934387081498,1.98679853559757,6.02414496676874
"16",16,3.53130972172671,1.59612730516431,5.46649213828911,1.99416624911922,5.89167755454927
"17",17,3.60862060994629,1.72004898737823,5.49719223251434,2.14580954285074,5.98843167019656
"18",18,3.63451562242095,1.80575001754777,5.46328122729413,2.06928449614624,5.78940768812409
"19",19,3.61700930413853,1.7144099295191,5.51960867875795,2.21410562760548,5.87088891765268
"20",20,3.64849616070999,1.86463102863856,5.43236129278143,2.12838232585885,5.82222509739582
"21",21,3.67268703963004,1.86841343813716,5.47696064112292,2.26637138789892,5.76138424227171
"22",22,3.63461180953263,1.82223832943609,5.44698528962917,2.18221793920043,5.8062406908708
"23",23,3.66320460586168,1.94144341240742,5.38496579931594,2.31362003351477,5.63853818020901
"24",24,3.69031586973915,1.93834999666134,5.44228174281695,2.22349751319046,5.58181084944805
"25",25,3.66697730418152,1.9310962718845,5.40285833647855,2.29560765431062,5.73723957945125
"26",26,3.67751421048953,2.02863006360292,5.32639835737613,2.38187691478491,5.63255108888975
"27",27,3.64998730369966,2.06642390999656,5.23355069740276,2.33729492014028,5.52612247490094
"28",28,3.6691231975331,2.1386748064965,5.1995715885697,2.29165325499918,5.48429125513646
"29",29,3.66908844133564,2.10276964458227,5.23540723808902,2.37290533319606,5.47089498398506
"30",30,3.70982845486263,2.17834878364243,5.24130812608283,2.33112175192446,5.40606569290568
"31",31,3.7293617586849,2.17441376928823,5.28430974808157,2.43233532617897,5.45160437524771
"32",32,3.70200990968949,2.18128048631751,5.22273933306147,2.48323077048611,5.41382316080401
"33",33,3.71444381244634,2.2625868118876,5.16630081300507,2.43943019415009,5.37262135655993
"34",34,3.69335822010064,2.26079403467009,5.12592240553119,2.54064387219667,5.25139443239057
"35",35,3.69269492161735,2.25133455786431,5.13405528537039,2.45479151975914,5.27499370325065
"36",36,3.73165901955771,2.29974731431361,5.1635707248018,2.53081179630697,5.25160771142415
"37",37,3.72593538738544,2.27906453377517,5.17280624099572,2.4913050489093,5.37633988716684
"38",38,3.70551231549965,2.33702591720983,5.07399871378946,2.52770033657076,5.24620956589563
"39",39,3.72490335174162,2.35527348567119,5.09453321781205,2.60351828410482,5.25160290145942
"40",40,3.76559152872101,2.42355444824039,5.10762860920162,2.57336523162783,5.2256351156261
"41",41,3.72974007423268,2.39916341009242,5.06031673837294,2.58585002038834,5.30078651427659
"42",42,3.70463926012167,2.39810945768761,5.01116906255573,2.54395324509071,5.08844319156203
"43",43,3.74018708126141,2.42086650120551,5.0595076613173,2.65973793637714,5.22628136744422
"44",44,3.75864551417074,2.44792051417378,5.0693705141677,2.68708745159716,5.218624760221
"45",45,3.75640673193946,2.52998329070425,4.98283017317467,2.67617051213281,5.10627866841373
"46",46,3.73755542480123,2.47453281794007,5.0005780316624,2.69526126655832,5.24126521480976
"47",47,3.75085947311839,2.53786440016602,4.96385454607077,2.63186401322236,5.07146677649276
"48",48,3.72937037978953,2.48493825365118,4.97380250592789,2.6258660161351,5.06704052851826
"49",49,3.73732321762088,2.5331145365317,4.94153189871006,2.67330873705668,5.01725947696258
"50",50,3.73008178415988,2.54559058277385,4.91457298554592,2.7505562391989,5.00902437313038
"51",51,3.74199669567747,2.51080597392503,4.9731874174299,2.68028273057914,5.11393352311385
"52",52,3.72847747391712,2.55474046167487,4.90221448615938,2.69155274320814,5.00513186742932
"53",53,3.74272757835989,2.59930764237612,4.88614751434365,2.73921086190647,5.00765892585501
"54",54,3.70158353981159,2.59571988556965,4.80744719405353,2.76154139602048,4.97885034781918
"55",55,3.78390463286875,2.63060099834896,4.93720826738855,2.6754380201059,5.05533949553023
