"","Abundance","Mean.S","Norm.CI.Low","Norm.CI.High","2.5%","97.5%"
"1",1,1,1,1,1,1
"2",2,1.781,0.970014813819077,2.59198518618092,1,2
"3",3,2.422,1.22290837000011,3.62109162999989,1,3
"4",4,2.96,1.47899984037924,4.44100015962076,2,4
"5",5,3.449,1.74692823819486,5.15107176180514,2,5
"6",6,3.811,1.88839496937051,5.73360503062949,2,6
"7",7,4.16,2.05675539577735,6.26324460422265,2,6
"8",8,4.511,2.29949337216218,6.72250662783782,2,7
"9",9,4.79,2.60823420686056,6.97176579313944,3,7
"10",10,5.092,2.68431762910615,7.49968237089385,3,7
"11",11,5.355,2.84301912104714,7.86698087895286,3,8
"12",12,5.692,3.19987457720452,8.18412542279548,3,8
"13",13,5.865,3.22334109069352,8.50665890930648,3,9
"14",14,6.194,3.67942654275049,8.70857345724951,4,9
"15",15,6.361,3.6068121531668,9.1151878468332,4,9
"16",16,6.579,3.79766485643286,9.36033514356714,4,10
"17",17,6.687,3.75800824396877,9.61599175603124,4,10
"18",18,7.037,4.08799016395021,9.98600983604979,4,10
"19",19,7.272,4.23157689771132,10.3124231022887,4,10
"20",20,7.442,4.36473102106306,10.5192689789369,4.975,11
"21",21,7.583,4.67900640935869,10.4869935906413,5,11
"22",22,7.885,4.73051400675113,11.0394859932489,5,11
"23",23,7.915,4.63970866718443,11.1902913328156,5,11
"24",24,8.215,5.08191905032208,11.3480809496779,5,12
"25",25,8.343,5.14158075310491,11.5444192468951,5,12
"26",26,8.59,5.47345484729,11.70654515271,6,12
"27",27,8.628,5.48704890399397,11.768951096006,6,12
"28",28,8.786,5.63369127454597,11.938308725454,6,12
"29",29,9.009,5.6760175297539,12.3419824702461,6,13
"30",30,9.127,5.81487732354667,12.4391226764533,6,12
"31",31,9.332,6.15201753147131,12.5119824685287,7,13
"32",32,9.38,6.02936574320303,12.730634256797,6,13
"33",33,9.647,6.22663179443908,13.0673682055609,6,13
"34",34,9.886,6.45854912762584,13.3134508723742,7,13.025
"35",35,9.918,6.54581590048407,13.2901840995159,7,13
"36",36,10.06,6.6621858343405,13.4578141656595,7,14
